10,10,5000
1833,Drawdy,Xavier,M,1819,Walters,Joseph,M,1766,Lawton,Samantha,F
1830,Walters,Alexis,F,1857,Litvak,Levi,M,1763,Litvak,Isaiah,M
1786,Litvak,Hailey,F,1917,Kaur,Anthony,M,1786,Litvak,Hailey,F
1862,Drawdy,Elena,F,1787,Sytwu,Elijah,M,1743,Kaur,Gabriel,M
1793,Chon,Ryder,M,1833,Lawton,Zachary,M, -1
1821,Walters,Nicholas,M,1840,Sytwu,Mia,F,1748,Trenh,Charlie,F
1886,Sytwu,Vivian,F,1944,Walters,Gianna,F,1818,Drawdy,Lily,F
1809,Drawdy,Aaron,M,1960,Drawdy,Kennedy,F,1788,Li,Victoria,F
1932,Sytwu,Emma,F,1788,Hao,Lucy,F,1745,Li,Carter,M
1788,Hao,Lucy,F,1897,Anand,Levi,M,1745,Li,Carter,M
1870,Sytwu,Allison,F,1880,Drawdy,Bella,F,1788,Kaur,Piper,F
1890,Kaur,Sadie,F,1866,Walters,Olivia,F,1830,Hao,Charlotte,F
1865,Lawton,Landon,M,1836,Chon,Aria,F,1796,Walters,Liliana,F
1769,Lawton,Benjamin,M,1770,Li,London,F, -1
1785,Drawdy,Gavin,M,1782,Anand,Hannah,F, -1
1868,Walters,Harper,F,1747,Lawton,Michael,M,1747,Lawton,Michael,M
1809,Kaur,Henry,M,1873,Litvak,Caleb,M,1809,Kaur,Henry,M
1816,Drawdy,Arianna,F,1874,Anand,Kennedy,F,1763,Sytwu,Charlie,M
1773,Anand,Nicholas,M,1763,Sytwu,Charlie,M, -1
1891,Anand,Nicholas,M,1828,Anand,Sadie,F,1786,Litvak,Hailey,F
1969,Lawton,Connor,M,1868,Walters,Harper,F,1803,Walters,Alex,M
1791,Lawton,Jack,M,1757,Sytwu,Alex,M, -1
1745,Walters,Jayden,M,1780,Anand,Madison,F, -1
1745,Walters,Jayden,M,1779,Sytwu,Cameron,M, -1
1745,Walters,Jayden,M,1866,Walters,Olivia,F,1745,Walters,Jayden,M
1792,Kaur,Charlotte,F,1779,Sytwu,Cameron,M,1743,Kaur,Gabriel,M
1871,Walters,Landon,M,1866,Litvak,Gabriella,F,1794,Sytwu,Nora,F
1797,Drawdy,Miles,M,1791,Lawton,Jack,M, -1
1749,Anand,Jayden,M,1791,Chon,Isaiah,M, -1
1855,Anand,Joshua,M,1842,Li,Hannah,F,1782,Li,Grace,F
1902,Sytwu,Cora,F,1880,Drawdy,Cadence,F,1818,Kaur,Lila,F
1782,Anand,Hannah,F,1866,Walters,Olivia,F,1750,Hsu,Reagan,F
1813,Chon,Alex,M,1866,Walters,Olivia,F,1768,Litvak,Ella,F
1794,Litvak,Aubrey,F,1930,Walters,Audrey,F,1763,Litvak,Isaiah,M
1749,Hao,Hudson,M,1779,Sytwu,Cameron,M, -1
1784,Sytwu,Claire,F,1791,Lawton,Jack,M, -1
1774,Anand,Lila,F,1849,Walters,Christian,M,1750,Hsu,Reagan,F
1870,Walters,Arianna,F,1788,Hao,Lucy,F,1770,Li,London,F
1830,Chon,Kylie,F,1762,Walters,Clara,F, -1
1857,Drawdy,Cooper,M,1788,Hao,Lucy,F,1745,Li,Carter,M
1898,Lawton,Cora,F,1788,Hao,Lucy,F,1745,Li,Carter,M
1791,Lawton,Jack,M,1833,Lawton,Zachary,M,1774,Anand,Lila,F
1893,Walters,Noah,M,1786,Walters,Paisley,F,1768,Anand,Alexandra,F
1893,Walters,Xavier,M,1942,Anand,Mia,F,1822,Walters,London,F
1788,Hao,Lucy,F,1788,Hao,Lucy,F,1788,Hao,Lucy,F
1789,Walters,Max,M,1891,Walters,Max,M,1789,Walters,Max,M
1955,Anand,Parker,M,1811,Walters,Adam,M,1774,Li,Brooklyn,F
1914,Sytwu,Alice,F,1911,Drawdy,Nathan,M,1826,Kaur,Audrey,F
1783,Sytwu,Ethan,M,1868,Litvak,Kaylee,F,1763,Sytwu,Charlie,M
1791,Lawton,Jack,M,1767,Hao,Ethan,M, -1
1767,Hao,Ethan,M,1775,Li,Sebastian,M, -1
1791,Lawton,Jack,M,1848,Sytwu,Caroline,F,1750,Hsu,Reagan,F
1789,Drawdy,Alexander,M,1782,Anand,Hannah,F, -1
1835,Drawdy,Sean,M,1757,Sytwu,Alex,M,1741,Sytwu,Xavier,M
1765,Drawdy,Eli,M,1858,Lawton,Amelia,F,1765,Drawdy,Eli,M
1931,Walters,Joshua,M,1798,Drawdy,Amelia,F,1763,Sytwu,Charlie,M
1741,Sytwu,Xavier,M,1868,Drawdy,Cadence,F,1741,Sytwu,Xavier,M
1846,Walters,Caroline,F,1902,Kaur,Bailey,F,1786,Litvak,Hailey,F
1766,Litvak,Keira,F,1851,Litvak,Grayson,M,1743,Litvak,Andrew,M
1811,Hao,Sebastian,M,1764,Litvak,Elena,F, -1
1852,Walters,Lila,F,1809,Drawdy,Gavin,M,1772,Litvak,Liliana,F
1782,Anand,Hannah,F,1767,Hao,Ethan,M, -1
1741,Sytwu,Xavier,M,1791,Lawton,Jack,M, -1
1780,Anand,Madison,F,1749,Anand,Jayden,M,1749,Anand,Jayden,M
1760,Sytwu,Leah,F,1945,Sytwu,Adrian,M,1760,Sytwu,Leah,F
1911,Lawton,Sean,M,1871,Drawdy,Elliot,M,1801,Kaur,Joseph,M
1891,Drawdy,Xander,M,1767,Drawdy,Muhammad,M,1746,Matsumura,Reagan,F
1837,Sytwu,Landon,M,1767,Hao,Ethan,M, -1
1816,Drawdy,Arianna,F,1745,Li,Carter,M, -1
1866,Walters,Olivia,F,1759,Sytwu,Dominic,M,1759,Sytwu,Dominic,M
1922,Drawdy,Chloe,F,1767,Li,Lucas,M,1767,Li,Lucas,M
1887,Anand,Austin,M,1829,Anand,Cameron,M,1790,Chon,Mia,F
1804,Sytwu,Keira,F,1788,Hao,Lucy,F, -1
1745,Drawdy,Julian,M,1878,Anand,Aaliyah,F, -1
1789,Drawdy,Alexander,M,1816,Kaur,Emily,F,1746,Matsumura,Reagan,F
1813,Drawdy,Declan,M,1939,Walters,James,M,1813,Drawdy,Declan,M
1745,Drawdy,Julian,M,1774,Li,Brooklyn,F, -1
1833,Lawton,Zachary,M,1876,Walters,Scarlett,F,1782,Sytwu,Callie,F
1830,Hao,Charlotte,F,1779,Sytwu,Cameron,M,1743,Kaur,Gabriel,M
1765,Chon,Brayden,M,1786,Chon,Ava,F,1765,Chon,Brayden,M
1749,Anand,Jayden,M,1834,Kaur,Lucy,F, -1
1766,Lawton,Samantha,F,1788,Hao,Lucy,F, -1
1866,Walters,Olivia,F,1824,Chon,Isabelle,F,1768,Litvak,Ella,F
1766,Lawton,Samantha,F,1802,Sytwu,Paisley,F,1766,Lawton,Samantha,F
1783,Sytwu,Ethan,M,1811,Chon,Sebastian,M,1745,Walters,Jayden,M
1847,Litvak,Lucas,M,1785,Drawdy,Gavin,M, -1
1891,Drawdy,Xander,M,1792,Kaur,Charlotte,F,1766,Litvak,Keira,F
1914,Walters,Addison,F,1813,Chon,Alex,M,1768,Anand,Alexandra,F
1869,Walters,Landon,M,1788,Hao,Lucy,F,1745,Li,Carter,M
1866,Kaur,Sydney,F,1864,Sytwu,Maya,F,1788,Kaur,Piper,F
1811,Hao,Sebastian,M,1747,Chon,Camden,M, -1
1745,Walters,Jayden,M,1917,Kaur,Max,M,1745,Walters,Jayden,M
1793,Chon,Ryder,M,1780,Sytwu,Avery,F, -1
1797,Drawdy,Miles,M,1954,Lawton,Elena,F,1763,Sytwu,Charlie,M
1866,Walters,Olivia,F,1777,Li,Xander,M,1745,Li,Carter,M
1832,Walters,Olivia,F,1905,Sytwu,Christopher,M,1784,Sytwu,Kaitlyn,F
1868,Walters,Jasmine,F,1784,Li,Elena,F,1764,Litvak,Elena,F
1833,Lawton,Zachary,M,1767,Hao,Ethan,M, -1
1942,Walters,Eliana,F,1789,Walters,Max,M,1789,Walters,Max,M
1779,Sytwu,Cameron,M,1828,Walters,Abigail,F,1741,Sytwu,Xavier,M
1809,Kaur,Henry,M,1775,Li,Sebastian,M, -1
1861,Chon,Joshua,M,1813,Sytwu,Evan,M,1792,Li,Annabelle,F
1806,Walters,Hailey,F,1909,Kaur,Thomas,M,1806,Walters,Hailey,F
1934,Walters,Ava,F,1909,Walters,Jack,M,1809,Walters,Lucas,M
1790,Chon,Mia,F,1887,Anand,Austin,M,1790,Chon,Mia,F
1906,Walters,Kaelyn,F,1814,Drawdy,Addison,F,1766,Lawton,Samantha,F
1788,Hao,Lucy,F,1743,Litvak,Andrew,M, -1
1769,Drawdy,Thomas,M,1747,Lawton,Michael,M, -1
1833,Lawton,Zachary,M,1895,Walters,Declan,M,1796,Walters,Liliana,F
1951,Drawdy,Easton,M,1897,Walters,Christian,M,1808,Walters,Charlie,F
1798,Drawdy,Amelia,F,1891,Anand,Blake,M,1746,Matsumura,Reagan,F
1948,Kaur,Avery,F,1923,Kaur,Ethan,M,1850,Chon,Violet,F
1745,Li,Carter,M,1772,Litvak,Liliana,F, -1
1802,Sytwu,Paisley,F,1866,Sytwu,Grace,F,1760,Litvak,Scarlett,F
1872,Walters,Makayla,F,1823,Anand,Dylan,M,1764,Litvak,Elena,F
1788,Hao,Lucy,F,1809,Walters,Grayson,M,1745,Li,Carter,M
1902,Walters,Hannah,F,1814,Walters,Ava,F,1774,Li,Brooklyn,F
1905,Sytwu,Michael,M,1822,Walters,Mia,F,1794,Sytwu,Nora,F
1836,Chon,Aria,F,1825,Anand,Dominic,M,1750,Hsu,Reagan,F
1954,Anand,Lila,F,1844,Li,Liliana,F,1801,Kaur,Joseph,M
1877,Lawton,Alex,M,1899,Anand,Brody,M,1803,Sytwu,Dylan,M
1862,Anand,Peyton,F,1909,Walters,Benjamin,M,1807,Kaur,Carson,M
1914,Sytwu,Alice,F,1792,Kaur,Charlotte,F,1766,Litvak,Keira,F
1747,Lawton,Michael,M,1833,Litvak,Joseph,M, -1
1815,Sytwu,Brody,M,1766,Lawton,Samantha,F, -1
1788,Hao,Lucy,F,1811,Chon,Sebastian,M, -1
1823,Kaur,Aaron,M,1978,Kaur,Sarah,F,1823,Kaur,Aaron,M
1788,Hao,Lucy,F,1779,Sytwu,Cameron,M, -1
1765,Chon,Brayden,M,1824,Litvak,Liliana,F, -1
1779,Sytwu,Cameron,M,1779,Sytwu,Cameron,M,1779,Sytwu,Cameron,M
1779,Sytwu,Cameron,M,1743,Kaur,Gabriel,M,1743,Kaur,Gabriel,M
1786,Litvak,Hailey,F,1775,Li,Sebastian,M, -1
1821,Walters,Nicholas,M,1833,Lawton,Zachary,M,1782,Sytwu,Callie,F
1968,Kaur,Layla,F,1816,Drawdy,Arianna,F,1782,Sytwu,Callie,F
1788,Hao,Lucy,F,1791,Lawton,Jack,M, -1
1747,Chon,Camden,M,1809,Walters,Grayson,M, -1
1821,Walters,Nicholas,M,1830,Chon,Kylie,F,1763,Litvak,Isaiah,M
1833,Lawton,Zachary,M,1741,Sytwu,Xavier,M,1741,Sytwu,Xavier,M
1897,Walters,Christian,M,1768,Litvak,Ella,F,1768,Litvak,Ella,F
1771,Walters,Jayce,M,1791,Lawton,Jack,M, -1
1935,Walters,Chase,M,1767,Walters,Ryder,M,1767,Walters,Ryder,M
1866,Walters,Olivia,F,1811,Chon,Sebastian,M,1768,Litvak,Ella,F
1851,Anand,Caleb,M,1931,Drawdy,Caleb,M,1809,Walters,Lucas,M
1829,Kaur,Julian,M,1794,Drawdy,Nora,F, -1
1822,Drawdy,Alice,F,1843,Anand,Aaron,M,1768,Litvak,Ella,F
1794,Walters,Zoe,F,1848,Drawdy,Sophia,F,1774,Li,Brooklyn,F
1821,Sytwu,Julian,M,1779,Sytwu,Cameron,M,1741,Sytwu,Xavier,M
1920,Walters,Olivia,F,1792,Kaur,Charlotte,F,1766,Litvak,Keira,F
1772,Litvak,Liliana,F,1836,Chon,Aria,F,1743,Litvak,Andrew,M
1745,Li,Carter,M,1823,Li,Christian,M,1745,Li,Carter,M
1783,Sytwu,Ethan,M,1813,Sytwu,Evan,M,1741,Sytwu,Xavier,M
1886,Sytwu,Alexis,F,1945,Walters,Xander,M,1802,Walters,Sophia,F
1840,Walters,Ella,F,1770,Li,London,F,1745,Li,Carter,M
1749,Anand,Jayden,M,1771,Lawton,Nicholas,M, -1
1960,Walters,Clara,F,1890,Sytwu,Lauren,F,1846,Sytwu,Isabella,F
1745,Drawdy,Julian,M,1848,Drawdy,Sophia,F,1745,Drawdy,Julian,M
1867,Chon,Benjamin,M,1790,Chon,Mia,F,1790,Chon,Mia,F
1770,Li,London,F,1920,Anand,Cora,F,1745,Li,Carter,M
1767,Hao,Ethan,M,1836,Chon,Aria,F, -1
1833,Lawton,Zachary,M,1833,Lawton,Zachary,M,1833,Lawton,Zachary,M
1939,Walters,Joshua,M,1792,Kaur,Charlotte,F,1766,Litvak,Keira,F
1867,Walters,Gavin,M,1833,Lawton,Zachary,M,1782,Sytwu,Callie,F
1791,Sytwu,Hudson,M,1763,Sytwu,Charlie,M,1741,Sytwu,Xavier,M
1816,Kaur,Emily,F,1897,Kaur,Colton,M,1766,Litvak,Keira,F
1871,Walters,Landon,M,1807,Litvak,Miles,M,1763,Litvak,Isaiah,M
1870,Walters,Arianna,F,1783,Sytwu,Ethan,M,1763,Sytwu,Charlie,M
1792,Kaur,Charlotte,F,1833,Lawton,Zachary,M,1743,Kaur,Gabriel,M
1775,Li,Sebastian,M,1767,Hao,Ethan,M, -1
1763,Litvak,Isaiah,M,1821,Sytwu,Julian,M,1743,Litvak,Andrew,M
1899,Litvak,Blake,M,1852,Chon,Hailey,F,1768,Litvak,Ella,F
1822,Drawdy,Alice,F,1792,Kaur,Charlotte,F,1743,Litvak,Andrew,M
1919,Litvak,Hudson,M,1966,Walters,Isabella,F,1844,Chon,Emma,F
1741,Sytwu,Xavier,M,1743,Kaur,Gabriel,M, -1
1749,Anand,Jayden,M,1900,Drawdy,Ava,F,1749,Anand,Jayden,M
1862,Anand,Julia,F,1749,Hao,Hudson,M, -1
1834,Kaur,Lucy,F,1788,Hao,Lucy,F, -1
1851,Sytwu,Wyatt,M,1797,Drawdy,Miles,M,1741,Sytwu,Xavier,M
1890,Sytwu,Makayla,F,1906,Sytwu,Ella,F,1803,Walters,Alex,M
1830,Hao,Charlotte,F,1789,Li,Colton,M,1750,Hsu,Reagan,F
1763,Li,Samuel,M,1791,Chon,Isaiah,M, -1
1854,Anand,Adeline,F,1841,Lawton,Colton,M,1763,Litvak,Isaiah,M
1954,Walters,Lucy,F,1741,Sytwu,Xavier,M,1741,Sytwu,Xavier,M
1833,Lawton,Zachary,M,1771,Lawton,Nicholas,M,1771,Lawton,Nicholas,M
1866,Walters,Olivia,F,1814,Walters,Ava,F,1774,Li,Brooklyn,F
1790,Walters,Scarlett,F,1880,Anand,Jasmine,F,1750,Hsu,Reagan,F
1798,Drawdy,Amelia,F,1934,Walters,Hannah,F,1798,Drawdy,Amelia,F
1749,Hao,Hudson,M,1811,Litvak,Adrian,M, -1
1787,Li,Carter,M,1814,Litvak,Eliana,F,1743,Litvak,Andrew,M
1802,Li,Jasmine,F,1826,Anand,Samantha,F,1745,Li,Carter,M
1814,Walters,Adalyn,F,1836,Chon,Aria,F,1750,Hsu,Reagan,F
1892,Lawton,Keira,F,1862,Walters,Camilla,F,1797,Walters,Landon,M
1811,Drawdy,Elliot,M,1783,Sytwu,Ethan,M, -1
1822,Lawton,Anna,F,1788,Hao,Lucy,F, -1
1813,Sytwu,Evan,M,1788,Hao,Lucy,F,1745,Li,Carter,M
1757,Sytwu,Alex,M,1745,Drawdy,Julian,M, -1
1867,Walters,Gavin,M,1765,Chon,Brayden,M, -1
1767,Drawdy,Muhammad,M,1811,Hao,Sebastian,M, -1
1864,Drawdy,Maya,F,1874,Litvak,Clara,F,1806,Walters,Hailey,F
1775,Li,Sebastian,M,1745,Drawdy,Julian,M, -1
1889,Drawdy,Camden,M,1788,Hao,Lucy,F,1745,Li,Carter,M
1895,Drawdy,Leo,M,1767,Hao,Ethan,M, -1
1881,Drawdy,Camden,M,1844,Walters,Sarah,F,1784,Sytwu,Adeline,F
1834,Li,Sydney,F,1767,Walters,Ryder,M,1745,Walters,Jayden,M
1898,Walters,Mackenzie,F,1833,Lawton,Zachary,M,1796,Walters,Liliana,F
1782,Anand,Hannah,F,1782,Anand,Hannah,F,1782,Anand,Hannah,F
1932,Anand,Lauren,F,1939,Drawdy,Mason,M,1872,Walters,Arianna,F
1860,Sytwu,Elizabeth,F,1791,Lawton,Jack,M,1774,Anand,Lila,F
1833,Lawton,Zachary,M,1855,Litvak,Gavin,M,1780,Sytwu,Avery,F
1791,Lawton,Jack,M,1906,Lawton,Makayla,F,1750,Hsu,Reagan,F
1866,Walters,Olivia,F,1809,Drawdy,Gavin,M,1750,Hsu,Reagan,F
1810,Drawdy,Penelope,F,1791,Walters,Liam,M, -1
1815,Lawton,Cooper,M,1784,Sytwu,Adeline,F, -1
1934,Anand,Ella,F,1797,Walters,Jordan,M,1750,Hsu,Reagan,F
1901,Walters,Lucas,M,1788,Hao,Lucy,F,1745,Li,Carter,M
1826,Walters,Bailey,F,1747,Chon,Camden,M,1747,Chon,Camden,M
1791,Lawton,Jack,M,1817,Walters,Caden,M,1750,Hsu,Reagan,F
1765,Drawdy,Eli,M,1890,Anand,Ava,F,1765,Drawdy,Eli,M
1780,Sytwu,Avery,F,1828,Walters,Hannah,F,1745,Walters,Jayden,M
1775,Li,Sebastian,M,1759,Sytwu,Dominic,M, -1
1907,Chon,David,M,1749,Hao,Hudson,M, -1
1908,Lawton,Lily,F,1893,Kaur,Matthew,M,1818,Anand,Elizabeth,F
1765,Chon,Brayden,M,1745,Walters,Jayden,M, -1
